"","m","query.number","significant","p.value","term.size","query.size","overlap.size","recall","precision","term.id","domain","subgraph.number","term.name","relative.depth","intersection"
"184","turquoise",1,TRUE,4.3e-06,1885,1100,256,0.233,0.136,"GO:0051641","BP",29,"cellular localization",1,"ENSG00000002330,ENSG00000002822,ENSG00000006712,ENSG00000006740,ENSG00000007516,ENSG00000008056,ENSG00000008710,ENSG00000013016,ENSG00000015676,ENSG00000025800,ENSG00000031823,ENSG00000039523,ENSG00000049759,ENSG00000054356,ENSG00000064419,ENSG00000064601,ENSG00000065000,ENSG00000065491,ENSG00000067606,ENSG00000069424,ENSG00000070182,ENSG00000070770,ENSG00000072062,ENSG00000072518,ENSG00000074054,ENSG00000076356,ENSG00000078902,ENSG00000082458,ENSG00000084731,ENSG00000086758,ENSG00000087460,ENSG00000088808,ENSG00000088832,ENSG00000088992,ENSG00000089169,ENSG00000090020,ENSG00000090565,ENSG00000092098,ENSG00000095066,ENSG00000099624,ENSG00000099864,ENSG00000100280,ENSG00000100284,ENSG00000100321,ENSG00000100359,ENSG00000100401,ENSG00000101199,ENSG00000101337,ENSG00000102003,ENSG00000102178,ENSG00000102225,ENSG00000102858,ENSG00000102879,ENSG00000102882,ENSG00000102901,ENSG00000102977,ENSG00000102981,ENSG00000103034,ENSG00000103174,ENSG00000103197,ENSG00000103723,ENSG00000104805,ENSG00000104863,ENSG00000104888,ENSG00000104980,ENSG00000105173,ENSG00000105197,ENSG00000105339,ENSG00000105576,ENSG00000105647,ENSG00000105649,ENSG00000105669,ENSG00000106089,ENSG00000106976,ENSG00000107021,ENSG00000107404,ENSG00000107862,ENSG00000108528,ENSG00000108797,ENSG00000109111,ENSG00000110076,ENSG00000110107,ENSG00000110711,ENSG00000113758,ENSG00000115266,ENSG00000115694,ENSG00000116237,ENSG00000116396,ENSG00000116584,ENSG00000116586,ENSG00000116688,ENSG00000116698,ENSG00000116809,ENSG00000117245,ENSG00000118046,ENSG00000118162,ENSG00000118194,ENSG00000119522,ENSG00000120899,ENSG00000121671,ENSG00000121905,ENSG00000123416,ENSG00000124507,ENSG00000125447,ENSG00000125744,ENSG00000125843,ENSG00000126351,ENSG00000126768,ENSG00000129990,ENSG00000130204,ENSG00000130226,ENSG00000130294,ENSG00000130477,ENSG00000130479,ENSG00000130643,ENSG00000130724,ENSG00000130726,ENSG00000131018,ENSG00000131165,ENSG00000131504,ENSG00000132361,ENSG00000132382,ENSG00000132535,ENSG00000132563,ENSG00000132589,ENSG00000133027,ENSG00000134072,ENSG00000135127,ENSG00000135631,ENSG00000135966,ENSG00000136504,ENSG00000136854,ENSG00000137309,ENSG00000137312,ENSG00000138073,ENSG00000139197,ENSG00000139579,ENSG00000140854,ENSG00000140943,ENSG00000141252,ENSG00000141258,ENSG00000141551,ENSG00000141837,ENSG00000142185,ENSG00000142208,ENSG00000142453,ENSG00000142684,ENSG00000143761,ENSG00000143847,ENSG00000145920,ENSG00000146950,ENSG00000148337,ENSG00000148408,ENSG00000149182,ENSG00000149428,ENSG00000149541,ENSG00000149823,ENSG00000149927,ENSG00000153823,ENSG00000154096,ENSG00000154118,ENSG00000154917,ENSG00000155093,ENSG00000155511,ENSG00000156515,ENSG00000157152,ENSG00000157782,ENSG00000158445,ENSG00000158828,ENSG00000158856,ENSG00000159363,ENSG00000160294,ENSG00000160299,ENSG00000160460,ENSG00000160948,ENSG00000163462,ENSG00000163913,ENSG00000163930,ENSG00000163932,ENSG00000164418,ENSG00000164715,ENSG00000165271,ENSG00000165688,ENSG00000165699,ENSG00000166189,ENSG00000166257,ENSG00000166402,ENSG00000166862,ENSG00000166887,ENSG00000166949,ENSG00000167535,ENSG00000167632,ENSG00000167964,ENSG00000168502,ENSG00000168734,ENSG00000169180,ENSG00000169220,ENSG00000169221,ENSG00000169696,ENSG00000171608,ENSG00000171720,ENSG00000171853,ENSG00000171914,ENSG00000172375,ENSG00000172757,ENSG00000173227,ENSG00000173267,ENSG00000173898,ENSG00000174672,ENSG00000174903,ENSG00000175115,ENSG00000175224,ENSG00000175416,ENSG00000175931,ENSG00000176101,ENSG00000176406,ENSG00000176986,ENSG00000177370,ENSG00000177380,ENSG00000177542,ENSG00000178950,ENSG00000180104,ENSG00000181789,ENSG00000182446,ENSG00000183020,ENSG00000183087,ENSG00000184349,ENSG00000184702,ENSG00000185359,ENSG00000185825,ENSG00000186010,ENSG00000186111,ENSG00000186575,ENSG00000186642,ENSG00000186716,ENSG00000186868,ENSG00000187535,ENSG00000187778,ENSG00000188157,ENSG00000188976,ENSG00000196230,ENSG00000197102,ENSG00000197562,ENSG00000197858,ENSG00000197912,ENSG00000198722,ENSG00000198793,ENSG00000198911,ENSG00000198920,ENSG00000198925,ENSG00000204463,ENSG00000204843,ENSG00000205937,ENSG00000206561,ENSG00000213983,ENSG00000217930"
"354","turquoise",1,TRUE,4.66e-06,79,1100,25,0.023,0.316,"GO:0048489","BP",51,"synaptic vesicle transport",1,"ENSG00000008056,ENSG00000065000,ENSG00000089169,ENSG00000102003,ENSG00000103723,ENSG00000105649,ENSG00000106089,ENSG00000106976,ENSG00000119522,ENSG00000124507,ENSG00000129990,ENSG00000130477,ENSG00000136854,ENSG00000141837,ENSG00000143761,ENSG00000145920,ENSG00000149927,ENSG00000158828,ENSG00000163462,ENSG00000173227,ENSG00000176406,ENSG00000178950,ENSG00000184702,ENSG00000186111,ENSG00000198722"
"334","turquoise",1,TRUE,6.18e-06,487,1100,86,0.078,0.177,"GO:0043087","BP",19,"regulation of GTPase activity",1,"ENSG00000006210,ENSG00000006740,ENSG00000008256,ENSG00000031823,ENSG00000038382,ENSG00000058404,ENSG00000059915,ENSG00000061938,ENSG00000065491,ENSG00000068831,ENSG00000070182,ENSG00000075391,ENSG00000075399,ENSG00000076864,ENSG00000087258,ENSG00000087460,ENSG00000088538,ENSG00000100092,ENSG00000100150,ENSG00000100241,ENSG00000100359,ENSG00000100401,ENSG00000101199,ENSG00000102302,ENSG00000103197,ENSG00000105339,ENSG00000105538,ENSG00000105647,ENSG00000107021,ENSG00000107263,ENSG00000107862,ENSG00000108352,ENSG00000110237,ENSG00000110514,ENSG00000115211,ENSG00000115266,ENSG00000116584,ENSG00000116586,ENSG00000119522,ENSG00000120899,ENSG00000124313,ENSG00000125650,ENSG00000126217,ENSG00000129158,ENSG00000131089,ENSG00000132522,ENSG00000132535,ENSG00000132670,ENSG00000134909,ENSG00000136002,ENSG00000138073,ENSG00000140538,ENSG00000141258,ENSG00000141480,ENSG00000141522,ENSG00000141556,ENSG00000144711,ENSG00000145147,ENSG00000148082,ENSG00000149182,ENSG00000153317,ENSG00000154096,ENSG00000155093,ENSG00000159788,ENSG00000159842,ENSG00000160007,ENSG00000160460,ENSG00000165699,ENSG00000167632,ENSG00000167965,ENSG00000168546,ENSG00000169220,ENSG00000169221,ENSG00000169727,ENSG00000171853,ENSG00000173898,ENSG00000174775,ENSG00000176884,ENSG00000177963,ENSG00000184349,ENSG00000186716,ENSG00000188157,ENSG00000196220,ENSG00000197555,ENSG00000198793,ENSG00000242173"
"619","turquoise",1,TRUE,1.16e-05,1871,1100,252,0.229,0.135,"GO:0008104","BP",64,"protein localization",1,"ENSG00000002330,ENSG00000004059,ENSG00000006071,ENSG00000006712,ENSG00000006740,ENSG00000007171,ENSG00000007402,ENSG00000008300,ENSG00000008710,ENSG00000013016,ENSG00000015676,ENSG00000025800,ENSG00000031823,ENSG00000034053,ENSG00000039523,ENSG00000049759,ENSG00000054356,ENSG00000064419,ENSG00000064601,ENSG00000065000,ENSG00000065491,ENSG00000067606,ENSG00000069424,ENSG00000070770,ENSG00000072062,ENSG00000075826,ENSG00000078902,ENSG00000081760,ENSG00000082458,ENSG00000084731,ENSG00000086758,ENSG00000087085,ENSG00000087460,ENSG00000088808,ENSG00000088832,ENSG00000088992,ENSG00000089169,ENSG00000090020,ENSG00000090565,ENSG00000092098,ENSG00000095066,ENSG00000099864,ENSG00000100228,ENSG00000100280,ENSG00000100284,ENSG00000100321,ENSG00000100359,ENSG00000100401,ENSG00000101199,ENSG00000101337,ENSG00000102178,ENSG00000102225,ENSG00000102882,ENSG00000102901,ENSG00000102977,ENSG00000102981,ENSG00000103174,ENSG00000103197,ENSG00000103723,ENSG00000104805,ENSG00000104863,ENSG00000104980,ENSG00000105173,ENSG00000105197,ENSG00000105220,ENSG00000105576,ENSG00000105647,ENSG00000105649,ENSG00000105669,ENSG00000106089,ENSG00000106327,ENSG00000107021,ENSG00000107404,ENSG00000107862,ENSG00000108684,ENSG00000108797,ENSG00000109103,ENSG00000109111,ENSG00000110076,ENSG00000110107,ENSG00000110171,ENSG00000110697,ENSG00000110711,ENSG00000113231,ENSG00000113758,ENSG00000115266,ENSG00000115977,ENSG00000116237,ENSG00000116584,ENSG00000116586,ENSG00000116688,ENSG00000116698,ENSG00000116809,ENSG00000117245,ENSG00000118046,ENSG00000118162,ENSG00000119522,ENSG00000121671,ENSG00000121905,ENSG00000124507,ENSG00000125447,ENSG00000125744,ENSG00000125843,ENSG00000125967,ENSG00000126351,ENSG00000126768,ENSG00000129158,ENSG00000130204,ENSG00000130226,ENSG00000130724,ENSG00000130726,ENSG00000131018,ENSG00000131165,ENSG00000131408,ENSG00000131504,ENSG00000132471,ENSG00000132535,ENSG00000132563,ENSG00000132589,ENSG00000133027,ENSG00000134072,ENSG00000134287,ENSG00000135631,ENSG00000135966,ENSG00000136504,ENSG00000136854,ENSG00000137312,ENSG00000137802,ENSG00000138073,ENSG00000138207,ENSG00000138759,ENSG00000138834,ENSG00000139182,ENSG00000139197,ENSG00000139579,ENSG00000139998,ENSG00000140854,ENSG00000140943,ENSG00000141252,ENSG00000141258,ENSG00000141480,ENSG00000141522,ENSG00000141551,ENSG00000141837,ENSG00000141959,ENSG00000142185,ENSG00000142208,ENSG00000142453,ENSG00000142684,ENSG00000143761,ENSG00000143774,ENSG00000146950,ENSG00000147439,ENSG00000148337,ENSG00000149182,ENSG00000149541,ENSG00000149823,ENSG00000150967,ENSG00000153823,ENSG00000154096,ENSG00000154917,ENSG00000155093,ENSG00000156515,ENSG00000157388,ENSG00000157782,ENSG00000158445,ENSG00000158828,ENSG00000158856,ENSG00000159363,ENSG00000160294,ENSG00000160299,ENSG00000160460,ENSG00000160948,ENSG00000162706,ENSG00000163462,ENSG00000163913,ENSG00000163930,ENSG00000163932,ENSG00000164061,ENSG00000164418,ENSG00000164715,ENSG00000165271,ENSG00000165688,ENSG00000165699,ENSG00000166189,ENSG00000166257,ENSG00000166313,ENSG00000166402,ENSG00000166501,ENSG00000166862,ENSG00000166887,ENSG00000166949,ENSG00000167535,ENSG00000167964,ENSG00000168502,ENSG00000168734,ENSG00000169057,ENSG00000169180,ENSG00000169221,ENSG00000169696,ENSG00000171130,ENSG00000171720,ENSG00000171853,ENSG00000171914,ENSG00000172375,ENSG00000172757,ENSG00000173267,ENSG00000174672,ENSG00000174903,ENSG00000175115,ENSG00000175224,ENSG00000175416,ENSG00000175866,ENSG00000176101,ENSG00000176406,ENSG00000176986,ENSG00000177169,ENSG00000177370,ENSG00000178950,ENSG00000180104,ENSG00000181789,ENSG00000182446,ENSG00000182473,ENSG00000183020,ENSG00000183087,ENSG00000184349,ENSG00000185359,ENSG00000185386,ENSG00000185825,ENSG00000186010,ENSG00000186575,ENSG00000186642,ENSG00000186716,ENSG00000186868,ENSG00000187535,ENSG00000187778,ENSG00000188157,ENSG00000197562,ENSG00000197858,ENSG00000198216,ENSG00000198722,ENSG00000198793,ENSG00000198794,ENSG00000198911,ENSG00000198920,ENSG00000198925,ENSG00000204463,ENSG00000205937,ENSG00000206561,ENSG00000213983,ENSG00000217930,ENSG00000242173"
"474","turquoise",1,TRUE,1.55e-05,850,1100,131,0.119,0.154,"GO:0030054","CC",2,"cell junction",1,"ENSG00000006712,ENSG00000006740,ENSG00000008056,ENSG00000013016,ENSG00000014216,ENSG00000025770,ENSG00000054356,ENSG00000055163,ENSG00000060709,ENSG00000061337,ENSG00000061938,ENSG00000067606,ENSG00000068831,ENSG00000069424,ENSG00000072110,ENSG00000074054,ENSG00000075618,ENSG00000075624,ENSG00000082458,ENSG00000087085,ENSG00000088367,ENSG00000088899,ENSG00000089169,ENSG00000090020,ENSG00000095203,ENSG00000100321,ENSG00000100359,ENSG00000102003,ENSG00000102225,ENSG00000102385,ENSG00000102879,ENSG00000102882,ENSG00000102981,ENSG00000103942,ENSG00000104863,ENSG00000104888,ENSG00000105404,ENSG00000106089,ENSG00000106683,ENSG00000107130,ENSG00000108963,ENSG00000112137,ENSG00000113758,ENSG00000115194,ENSG00000116584,ENSG00000119522,ENSG00000120899,ENSG00000124507,ENSG00000126243,ENSG00000126583,ENSG00000127561,ENSG00000129990,ENSG00000130477,ENSG00000130479,ENSG00000130985,ENSG00000131188,ENSG00000131697,ENSG00000132535,ENSG00000132589,ENSG00000133030,ENSG00000134909,ENSG00000135472,ENSG00000136928,ENSG00000137309,ENSG00000137312,ENSG00000137343,ENSG00000137843,ENSG00000141556,ENSG00000142208,ENSG00000143761,ENSG00000146950,ENSG00000149260,ENSG00000149428,ENSG00000149927,ENSG00000154096,ENSG00000154556,ENSG00000155093,ENSG00000155511,ENSG00000157087,ENSG00000157782,ENSG00000158445,ENSG00000159164,ENSG00000159788,ENSG00000159840,ENSG00000160460,ENSG00000160716,ENSG00000161381,ENSG00000162105,ENSG00000162545,ENSG00000162706,ENSG00000163932,ENSG00000164061,ENSG00000164082,ENSG00000164418,ENSG00000165802,ENSG00000166862,ENSG00000168135,ENSG00000169220,ENSG00000171603,ENSG00000171914,ENSG00000171992,ENSG00000172354,ENSG00000172531,ENSG00000172757,ENSG00000173227,ENSG00000173898,ENSG00000175866,ENSG00000176406,ENSG00000176788,ENSG00000176884,ENSG00000178950,ENSG00000179950,ENSG00000184349,ENSG00000185518,ENSG00000186111,ENSG00000186575,ENSG00000186716,ENSG00000188157,ENSG00000188677,ENSG00000189337,ENSG00000196405,ENSG00000196581,ENSG00000196923,ENSG00000197555,ENSG00000198010,ENSG00000198722,ENSG00000198752,ENSG00000198794,ENSG00000198910,ENSG00000204681,ENSG00000206561"
"464","turquoise",1,TRUE,2.24e-05,49,1100,18,0.016,0.367,"GO:0030672","CC",33,"synaptic vesicle membrane",1,"ENSG00000006071,ENSG00000008056,ENSG00000089169,ENSG00000100321,ENSG00000102003,ENSG00000104888,ENSG00000105649,ENSG00000106089,ENSG00000115194,ENSG00000127561,ENSG00000129990,ENSG00000149927,ENSG00000155093,ENSG00000157152,ENSG00000159164,ENSG00000173227,ENSG00000185518,ENSG00000198794"
"1411","turquoise",1,TRUE,2.89e-05,45,1100,17,0.015,0.378,"GO:0017158","BP",36,"regulation of calcium ion-dependent exocytosis",1,"ENSG00000008056,ENSG00000089169,ENSG00000100346,ENSG00000105649,ENSG00000106089,ENSG00000129990,ENSG00000136854,ENSG00000141837,ENSG00000143761,ENSG00000149927,ENSG00000158445,ENSG00000171450,ENSG00000173227,ENSG00000176406,ENSG00000184702,ENSG00000198722,ENSG00000198794"
"1016","turquoise",1,TRUE,3.19e-05,1117,1100,162,0.147,0.145,"GO:1902589","BP",39,"single-organism organelle organization",1,"ENSG00000002330,ENSG00000002822,ENSG00000004142,ENSG00000004838,ENSG00000006740,ENSG00000007047,ENSG00000008300,ENSG00000010322,ENSG00000013016,ENSG00000015676,ENSG00000034510,ENSG00000036448,ENSG00000037042,ENSG00000038532,ENSG00000054356,ENSG00000065491,ENSG00000067606,ENSG00000070182,ENSG00000070770,ENSG00000072062,ENSG00000072110,ENSG00000072518,ENSG00000074054,ENSG00000075340,ENSG00000075618,ENSG00000075624,ENSG00000084731,ENSG00000085511,ENSG00000088367,ENSG00000088808,ENSG00000089169,ENSG00000090020,ENSG00000095066,ENSG00000095203,ENSG00000099624,ENSG00000099910,ENSG00000100359,ENSG00000100379,ENSG00000100401,ENSG00000102003,ENSG00000102302,ENSG00000102879,ENSG00000102901,ENSG00000103197,ENSG00000103647,ENSG00000104833,ENSG00000104888,ENSG00000105197,ENSG00000105568,ENSG00000105649,ENSG00000106089,ENSG00000106683,ENSG00000107021,ENSG00000107404,ENSG00000107862,ENSG00000110046,ENSG00000110200,ENSG00000110237,ENSG00000110931,ENSG00000112137,ENSG00000112941,ENSG00000113758,ENSG00000116584,ENSG00000116688,ENSG00000116809,ENSG00000117245,ENSG00000118162,ENSG00000118194,ENSG00000120899,ENSG00000122966,ENSG00000124313,ENSG00000124507,ENSG00000129990,ENSG00000130477,ENSG00000130640,ENSG00000130724,ENSG00000131018,ENSG00000131165,ENSG00000131462,ENSG00000131504,ENSG00000131697,ENSG00000132535,ENSG00000133816,ENSG00000134775,ENSG00000135966,ENSG00000136854,ENSG00000137343,ENSG00000137825,ENSG00000139197,ENSG00000139725,ENSG00000140538,ENSG00000140854,ENSG00000141258,ENSG00000141522,ENSG00000141551,ENSG00000141556,ENSG00000142185,ENSG00000143761,ENSG00000144711,ENSG00000145147,ENSG00000147439,ENSG00000149927,ENSG00000153317,ENSG00000153823,ENSG00000154556,ENSG00000155846,ENSG00000158828,ENSG00000158856,ENSG00000159363,ENSG00000159840,ENSG00000159842,ENSG00000160007,ENSG00000160299,ENSG00000160460,ENSG00000160993,ENSG00000163913,ENSG00000163932,ENSG00000165699,ENSG00000166887,ENSG00000166949,ENSG00000167657,ENSG00000167965,ENSG00000168924,ENSG00000169057,ENSG00000169221,ENSG00000169750,ENSG00000171914,ENSG00000171992,ENSG00000172757,ENSG00000173227,ENSG00000173898,ENSG00000174672,ENSG00000174775,ENSG00000174943,ENSG00000175224,ENSG00000175866,ENSG00000176101,ENSG00000177370,ENSG00000184349,ENSG00000184922,ENSG00000185133,ENSG00000186010,ENSG00000186111,ENSG00000186575,ENSG00000186716,ENSG00000186868,ENSG00000187535,ENSG00000188229,ENSG00000188677,ENSG00000196230,ENSG00000196405,ENSG00000196588,ENSG00000196923,ENSG00000197102,ENSG00000197555,ENSG00000198752,ENSG00000198793,ENSG00000198911,ENSG00000198925,ENSG00000204843,ENSG00000231925,ENSG00000241553"
"164","turquoise",1,TRUE,6.15e-05,95,1100,26,0.024,0.274,"GO:0007269","BP",5,"neurotransmitter secretion",1,"ENSG00000007516,ENSG00000008056,ENSG00000089169,ENSG00000104863,ENSG00000105649,ENSG00000106089,ENSG00000107404,ENSG00000110076,ENSG00000116396,ENSG00000129990,ENSG00000130477,ENSG00000136854,ENSG00000141837,ENSG00000143847,ENSG00000145920,ENSG00000148408,ENSG00000149927,ENSG00000155093,ENSG00000157152,ENSG00000173227,ENSG00000173267,ENSG00000176406,ENSG00000177380,ENSG00000184702,ENSG00000186111,ENSG00000198722"
"719","turquoise",1,TRUE,7.87e-05,440,1100,76,0.069,0.173,"GO:0030036","BP",6,"actin cytoskeleton organization",1,"ENSG00000006740,ENSG00000010322,ENSG00000034510,ENSG00000036448,ENSG00000067606,ENSG00000070182,ENSG00000072110,ENSG00000074054,ENSG00000075340,ENSG00000075618,ENSG00000075624,ENSG00000085511,ENSG00000088367,ENSG00000090020,ENSG00000095203,ENSG00000102302,ENSG00000102879,ENSG00000103647,ENSG00000106683,ENSG00000110237,ENSG00000112137,ENSG00000113758,ENSG00000116584,ENSG00000118162,ENSG00000118194,ENSG00000120899,ENSG00000122966,ENSG00000124313,ENSG00000124507,ENSG00000131504,ENSG00000131697,ENSG00000133816,ENSG00000134775,ENSG00000137825,ENSG00000139725,ENSG00000140538,ENSG00000141522,ENSG00000142185,ENSG00000143761,ENSG00000144711,ENSG00000145147,ENSG00000147439,ENSG00000154556,ENSG00000155846,ENSG00000158856,ENSG00000159840,ENSG00000159842,ENSG00000160007,ENSG00000160460,ENSG00000160993,ENSG00000163932,ENSG00000165699,ENSG00000166949,ENSG00000167657,ENSG00000167965,ENSG00000169750,ENSG00000171992,ENSG00000172757,ENSG00000173898,ENSG00000174672,ENSG00000174775,ENSG00000174943,ENSG00000175866,ENSG00000184349,ENSG00000184922,ENSG00000186111,ENSG00000186575,ENSG00000186716,ENSG00000188677,ENSG00000196405,ENSG00000196588,ENSG00000196923,ENSG00000197555,ENSG00000198752,ENSG00000198793,ENSG00000241553"
"324","turquoise",1,TRUE,0.000144,447,1100,76,0.069,0.17,"GO:0043547","BP",38,"positive regulation of GTPase activity",1,"ENSG00000006210,ENSG00000006740,ENSG00000008256,ENSG00000031823,ENSG00000038382,ENSG00000058404,ENSG00000059915,ENSG00000065491,ENSG00000068831,ENSG00000070182,ENSG00000075391,ENSG00000075399,ENSG00000076864,ENSG00000087258,ENSG00000087460,ENSG00000088538,ENSG00000100092,ENSG00000100150,ENSG00000100241,ENSG00000100359,ENSG00000100401,ENSG00000101199,ENSG00000102302,ENSG00000103197,ENSG00000105339,ENSG00000105647,ENSG00000107021,ENSG00000107263,ENSG00000107862,ENSG00000108352,ENSG00000110237,ENSG00000110514,ENSG00000115211,ENSG00000115266,ENSG00000116584,ENSG00000116586,ENSG00000119522,ENSG00000120899,ENSG00000124313,ENSG00000125650,ENSG00000126217,ENSG00000129158,ENSG00000131089,ENSG00000132535,ENSG00000132670,ENSG00000134909,ENSG00000136002,ENSG00000138073,ENSG00000140538,ENSG00000141258,ENSG00000141522,ENSG00000141556,ENSG00000144711,ENSG00000148082,ENSG00000149182,ENSG00000153317,ENSG00000154096,ENSG00000159788,ENSG00000159842,ENSG00000160007,ENSG00000160460,ENSG00000165699,ENSG00000167632,ENSG00000168546,ENSG00000169220,ENSG00000169221,ENSG00000171853,ENSG00000173898,ENSG00000174775,ENSG00000176884,ENSG00000177963,ENSG00000186716,ENSG00000188157,ENSG00000196220,ENSG00000197555,ENSG00000242173"
"520","turquoise",1,TRUE,0.000149,328,1100,60,0.055,0.183,"GO:0010975","BP",15,"regulation of neuron projection development",1,"ENSG00000006740,ENSG00000049759,ENSG00000058404,ENSG00000061337,ENSG00000068971,ENSG00000072518,ENSG00000072832,ENSG00000076356,ENSG00000100884,ENSG00000103034,ENSG00000103264,ENSG00000105429,ENSG00000106683,ENSG00000107130,ENSG00000107263,ENSG00000107404,ENSG00000110888,ENSG00000111249,ENSG00000113758,ENSG00000114554,ENSG00000115694,ENSG00000118046,ENSG00000120899,ENSG00000124507,ENSG00000130477,ENSG00000134072,ENSG00000135622,ENSG00000136271,ENSG00000137825,ENSG00000140538,ENSG00000140854,ENSG00000141522,ENSG00000141699,ENSG00000141837,ENSG00000142208,ENSG00000142453,ENSG00000143761,ENSG00000145147,ENSG00000153317,ENSG00000154096,ENSG00000160007,ENSG00000160716,ENSG00000165699,ENSG00000165802,ENSG00000166313,ENSG00000172757,ENSG00000174233,ENSG00000175866,ENSG00000176248,ENSG00000176406,ENSG00000176884,ENSG00000178950,ENSG00000179242,ENSG00000183049,ENSG00000184349,ENSG00000185133,ENSG00000186868,ENSG00000197555,ENSG00000198793,ENSG00000198910"
"394","turquoise",1,TRUE,0.000162,479,1100,80,0.073,0.167,"GO:0000139","CC",63,"Golgi membrane",1,"ENSG00000006118,ENSG00000008118,ENSG00000008256,ENSG00000008513,ENSG00000008710,ENSG00000027847,ENSG00000065000,ENSG00000076864,ENSG00000087460,ENSG00000090615,ENSG00000100228,ENSG00000100280,ENSG00000101236,ENSG00000101638,ENSG00000103043,ENSG00000103056,ENSG00000103174,ENSG00000104805,ENSG00000105669,ENSG00000105696,ENSG00000107175,ENSG00000107862,ENSG00000110697,ENSG00000111249,ENSG00000115526,ENSG00000115657,ENSG00000115694,ENSG00000117411,ENSG00000123989,ENSG00000128268,ENSG00000129993,ENSG00000130649,ENSG00000133424,ENSG00000134287,ENSG00000134909,ENSG00000135454,ENSG00000135631,ENSG00000137522,ENSG00000138073,ENSG00000138834,ENSG00000139182,ENSG00000140943,ENSG00000141252,ENSG00000141551,ENSG00000142546,ENSG00000142687,ENSG00000143761,ENSG00000143801,ENSG00000148334,ENSG00000148384,ENSG00000149182,ENSG00000149541,ENSG00000149823,ENSG00000154917,ENSG00000155511,ENSG00000157782,ENSG00000158089,ENSG00000159128,ENSG00000161013,ENSG00000164100,ENSG00000167632,ENSG00000167964,ENSG00000169733,ENSG00000171302,ENSG00000171603,ENSG00000174775,ENSG00000174903,ENSG00000175264,ENSG00000176986,ENSG00000177239,ENSG00000177511,ENSG00000181027,ENSG00000181789,ENSG00000185825,ENSG00000197586,ENSG00000198793,ENSG00000198794,ENSG00000198911,ENSG00000213983,ENSG00000231925"
